0	0	0	0	i+u
1	0	0	0	p/2
2	0	0	0	x
3	0	0	0	v
4	0	0	0	t
5	0	0	0	v
6	0	0	0	x
7	0	0	0	p
8	0	0	0	x
9	0	0	0	v
10	0	0	0	t
11	0	0	0	v
12	0	0	0	x
13	0	0	0	p/2
14	0	0	0	w+r+s+i+u
15	0	0	0	p/2
16	0	0	0	x
17	0	0	0	v
18	0	0	0	y-t
19	0	0	0	v
20	0	0	0	x
21	0	0	0	p
22	0	0	0	x
23	0	0	0	v
24	0	0	0	y-t
25	0	0	0	v
26	0	0	0	x
27	0	0	0	3*p/2
28	0	0	0	w+r+s+i+u
29	0	0	0	p/2
30	0	0	0	x
31	0	0	0	v+z
32	14681088	0	0	t-z-z
33	0	0	0	v+z
34	0	0	0	x
35	0	0	0	p
36	0	0	0	x
37	0	0	0	v+z
38	14681088	0	0	t-z-z
39	0	0	0	v+z
40	0	0	0	x
41	0	0	0	p/2
42	0	0	0	w+r+s+i+u
43	0	0	0	p/2
44	0	0	0	x
45	0	0	0	v+z
46	14681088	0	0	y-t-z-z
47	0	0	0	v+z
48	0	0	0	x
49	0	0	0	p
50	0	0	0	x
51	0	0	0	v+z
52	14681088	0	0	y-t-z-z
53	0	0	0	v+z
54	0	0	0	x
55	0	0	0	3*p/2
56	0	1	0	w+s+r
