Sample:  $
User:  $
Input Power:  $
Objective:  $
Timestamp: 17-Jul-2019 16:02:28 $
DwellTime: 0.004 s $
MinX: -4.7904 $
MaxX: 5.9069 $
StepsX: 80 $
OffsetX: 0 $
MinY: -5.3451 $
MaxY: 4.8536 $
StepsY: 80 $
OffsetY: 0 $
MinZ: 45 $
MaxZ: 70 $
StepsZ: 200 $
OffsetZ: 0 $


1.25	0.5	1.25	0.75	0.5	0.5	0	0.5	0	0.75	0	0.75	0.25	0.5	1	1.25	0.5	0.5	0.5	0.5	1	0.25	0.25	0	1	1	0	0.5	0.5	0.25	1	2.75	4.5	4.75	7.25	10.75	6.75	1.75	3.25	4.5	17	25	22.75	16.75	3.5	1	1.25	1.25	0.25	0.5	0.75	0.75	2	1.5	1.5	0.25	0.5	1	1	1.75	2.25	0.5	0.5	1	1	0.5	1	2	0.5	0.25	0.75	0.25	1	1.5	0.5	0.75	1.75	2.5	1	1
0.75	0.5	0.5	0.75	0.75	0.25	0.25	0.75	0.25	1	0	0.25	0	0.5	0.75	0.5	0	1	0	0.5	0.5	0.25	0.75	0.5	0.5	0.25	0.5	0.75	0	0.75	2.75	2.25	4.5	6.5	9.75	7.5	3.5	3	6	4	10	14.5	19.75	11.75	2.5	1	0.25	1	0.25	0.5	1.25	0.25	2	1	1.25	1.25	1.75	0.5	0.25	1.75	1	0	0.5	0.5	0.25	1	1.5	1	0.5	0.5	0.75	0.25	0.5	1.25	1.25	2	2.5	2	1.75	3.5
1.25	0	1.25	1.5	1	0.5	0.75	0	0.75	0.75	1	0	0	0.5	1	0.25	0.5	0.75	0.75	0.75	0	0.75	0.75	0.25	0.25	0.25	0.5	0.5	0.75	1	1.75	2.25	5	5.5	9	4.25	3.75	9.5	11.75	11	2.75	7.75	12.25	13.25	2	0.5	2.25	2	0.75	0.25	1.5	1	1.25	0.5	1.25	1	0	1.25	1	0.75	0.75	0.25	0.5	0.5	0	0	1.75	2.25	0.75	0.25	1.25	0.5	0.75	1.5	2.75	1.75	2	3.25	2.75	2
0.5	0.5	0.5	0.75	0.75	0.5	0	1.5	0.25	0	0.75	0.25	1	0.5	0	0	0.25	1.25	0.25	0.25	0.5	1	1.25	1	0	0.25	1.25	0.75	0.25	0.5	1.5	1.75	3	9.25	5.75	2.75	9.25	20.25	22.75	11.25	2	3.5	6.25	3.25	0.5	1.75	3.5	0.75	0	1	0.75	1.5	0.5	1	0.75	0.5	0	0.75	0.25	0.25	0.5	0.75	0.5	0.25	0.75	0.75	1.75	1	1	0.75	1.75	1.75	1.25	2	1	2	2.25	4.25	4.25	3.5
0.75	0.75	0.5	0	0.5	0.75	1.25	1.25	0	0.25	0.25	0	0.75	0.25	0.5	0.5	1.25	1.25	0.75	0.75	1.25	1.5	0.75	1	0.5	1.25	1	0.25	0.25	0.75	1.25	1.75	2.5	6.75	4.75	3.5	7.75	15.25	28	12.25	6.25	3.75	3	2.5	1	5	4.25	2.75	0.75	0.75	1	1.75	0.75	0.75	0.25	2	0.75	0.5	0.25	0.5	0.5	0.25	1	1	0.75	0.25	2	1.75	1	0.75	2	1.75	0.75	1.5	1.5	1.5	2	4.5	2.75	3.75
1.25	0.5	0.75	1.25	0.5	0	0.25	0.25	0	0.25	0.25	0.25	0.5	0.25	0.25	0.5	0	0.5	1.75	0.5	0.5	0.25	0.5	0.75	0.5	0.25	0.5	0	1.25	0.25	0.25	1.5	3	5	4.75	2.25	7	16.75	20	12	8	7.25	5	2.25	3.5	4.5	1.5	0.25	1.25	2.25	1.75	1.75	0.25	0	0.75	0.5	1	0.5	0.25	0.75	1.25	0.5	1	1	1	0.75	1.5	1.5	0.75	1.75	2.75	2.25	2	4.25	1.75	2	2.75	2.75	4	2.75
0.5	0.25	0.5	0.75	0.25	0.5	0.5	0.5	0.25	0.25	0.25	1.75	0.5	0.25	0.75	0.5	1.75	0	0.75	1.5	0.25	0	0.5	0.75	0.75	0.5	0.5	0.5	0	1.25	0.5	1	1.25	3.5	5	4.25	4.25	9.5	9.5	10.75	10	10	5.25	5.75	6.5	4.75	2.25	1	0.75	1.25	1	1.25	0.5	0.75	0.25	0.25	0.5	0.5	1	0.75	1.5	1.5	1.25	1.75	1	1.25	1.75	0.75	0.75	0.75	1.25	1.5	3.75	2	3.5	2.5	6.5	4.25	2	4.5
1	1.25	0.5	0.5	0	0.5	0	1	0.25	0.5	0.5	0.5	0.25	0.5	0.25	0.75	1.5	0.75	1.5	1	0.75	0.25	1.5	1	0	0.75	1	0.75	0.25	0.25	1	0.75	2	4	3.5	6	3	5	7.5	11.5	13.75	11	5.5	3	2.25	2	1.5	2.75	2	2.25	0.5	0.5	0.25	0.25	0.25	0.5	0.25	0.75	0.75	0	1.25	1.75	0.25	1	0	0.5	0.5	1	1	1.25	1.75	1.75	2.5	3.5	4	3.5	6.25	4	2.5	1.75
0	0.75	0.25	0.5	0	0.25	0.75	0.5	0.25	0.25	0	0.75	0.5	0.5	0.25	1.5	0.25	0.5	0.25	0.25	0	0.75	0.5	1.25	1.5	0.75	0.75	0.25	0.75	1.5	1	2	0.75	1.5	3.5	3	3.25	6.25	7.5	10	10.25	9	4	0.5	1	1	1	1.75	1.25	1.25	0.5	0.25	1	0.25	1	1.75	0.75	0	0.75	0.25	0	1.5	1.25	1	0.5	0.25	0.75	1	1	1.25	1.5	1.25	2	4	6	5.5	6.5	4.25	2.25	1.75
0	0.75	0.25	0.25	0.5	0.75	0	0.25	1.25	0	0.5	1	0.25	0	0	0	0.25	0.75	0.25	1.25	0.25	0.25	0.25	0.5	1.25	0.75	0	0.5	0.75	1.5	1.75	0.75	0	1.75	3.25	2.5	3.75	3.75	5.25	6	6.75	4	2.25	1.5	1.5	0.75	1.25	0.75	1.75	0.5	0.5	1.25	0.75	0.5	1.5	1.5	0.25	0.75	0.5	0.5	1	1.25	1	0.5	0.5	0.75	1	0.5	1.5	2.25	2.25	2.5	2.5	6	5.75	5.25	6	5.25	2.5	3.75
0.25	0.25	0	0.5	0.25	0.25	0.75	1	0.5	0.5	1.25	0	0.5	0	0	0.25	0.75	0	0	0.5	0.25	0.75	0.5	0	0.5	0.75	1	1	0.25	0.75	0.75	1	1.5	0.5	1.25	2.75	4	2.75	3.5	1.25	2.25	3	1.5	2.75	0.75	0.75	0.5	1	0.75	0.75	0.75	1.75	0.75	1.75	1.25	0.75	1.25	1	0	0.25	0.25	1.25	0.75	0.5	0.5	0.5	2.75	3.5	1	1.75	1.75	2.25	3.5	3.5	6	6.5	8.5	5	4.5	3
0.75	0.25	1	0.5	0	0.75	1	0	1	0	0.75	1	0.25	0.25	1	0.25	0.25	0.25	0.5	0.25	1	1.5	0.5	0.25	0.25	0.75	0.75	0.25	0.25	0.5	0.75	0.5	0.75	0.75	3.25	1.5	5	3.75	2.5	2	2.25	0.75	2	1	0.25	1.25	0.25	0.5	1.25	0.75	1.25	0.75	0.75	0.25	1.75	1	1	0.75	1	0	0.5	0.75	0.25	0.25	1.5	0.75	2	2.75	4	1.5	4	6.25	2.75	4	7	7.75	9.5	5.5	5.5	3.25
0.5	0.25	1	0.25	0.5	1.25	0	0.75	0.75	0.75	0.5	0.5	0.5	0	0	1.25	0.75	1	0.5	0	0.75	0.75	0.75	0.5	0	0.5	0.25	1.5	0.75	1	0.75	0.5	0.5	1	0.75	2.25	2	5.5	4.5	2.5	3.75	1.75	1.25	1.25	1	0.5	1	0.75	0.5	1	0	0.75	0.25	0.25	1	1	1	3	0.5	0.75	0	0.75	0.75	1	2	0.5	2.5	3.5	3.5	3.25	8.25	5	4.5	3.25	6	9.75	8.75	6.25	5.25	3.5
0.5	1.25	0.75	0	0.5	0.25	0.5	0.75	0.75	0	0.75	1.25	1	0	0.5	0.25	1.25	0.5	1.25	0.25	0.75	0.5	0.25	0	0.5	0	0.25	0.5	1	0.75	1	0.25	1	1.25	2	4	5	6	5	6.75	3.75	3	0.5	0	0.5	2	1.25	0	0.25	0	0.5	0.75	1.5	0.75	0.75	0.75	0.5	0.25	0.75	1	0.75	0.5	1.25	1.5	0.5	2.75	2.25	4	4	3.25	4.25	5.5	2.75	5.75	8.25	7.5	8.25	4.5	3.75	2.75
0.5	0.5	0.75	0.75	0.25	0.25	0.5	0.25	0.25	0.5	0.25	0.25	0.25	0.25	0	0	1.75	1	0	0.75	0	0.25	0.75	0.25	0.75	0.25	0	0.75	1	0.75	0.5	1.25	0.75	0.25	0.5	3	3	2.75	3.5	3.5	3.5	1	0.5	0.5	0	0.75	0.25	0.75	1.25	0.25	0.5	0.25	0.25	0.25	0.25	1.25	0.25	0.75	0.5	0.25	0	0	1.25	0.5	1	1.75	1.75	5.5	1.75	3	4	1.25	2.25	3	6.5	5.75	4	4.5	3.75	3
2	0.25	0	0.5	0.25	0.25	0.25	0.5	0.25	0.75	1	0.75	0.5	0.25	0.25	0.25	1	0.25	0.5	0	0.5	0.75	1	0.75	1.5	0.25	1	0.25	1	0.75	0.5	0.25	0.5	0.5	0	1.5	4.25	3.75	2.5	2.5	0.5	1.75	0.25	0.5	0.75	0.5	0.25	1.75	0.5	0.25	0.25	0	1	0.5	0.25	0.25	0	0.75	0.75	0.5	0.75	0	0.25	0.5	0.5	0.5	2.5	3	1.75	3	2	2.5	1.5	4	5.5	5	4.5	1.25	1.75	3.75
0.5	0.5	1	0.25	0.25	0.5	0	0.75	0.5	0.25	0.5	0.5	1	0.75	0.5	0.5	0.25	0.25	0.25	0.25	1	0.25	0.75	0	0.25	1	0.25	0.75	1.5	1	0	0.25	0.5	0.25	0.75	2.5	3.5	2.25	1.5	1.5	0.5	0	1	0.5	0.25	0.25	1	1.25	1	0.25	0.75	0.25	0	0.25	0	0.5	0.25	0.25	0.25	1	0	0.5	0.25	0.5	0	2	1.25	2	1.25	1.5	2.5	1	1.5	2.25	1.75	3.5	3.25	1.75	0.5	3
1.25	0.5	0.75	0	0	1	0.25	0.5	0.75	0.25	0	0.5	0.5	0.5	0	0.75	0.25	0.5	0.75	0.5	0	0.5	0.25	0	1	0.75	0.75	0.25	0.25	0.75	0.75	0.75	0.5	0.25	0.75	2.5	1.25	2.25	1.25	2	1.5	0	0	0.5	0.5	0.75	0.5	0.75	0.5	0.25	1	0.75	0	0.5	0.25	0	1	0	0.75	0.25	0.75	1	0.75	0.5	0.25	1.5	1.5	0.75	1.75	2.5	1.5	0.25	0.5	1.5	1.25	1.5	1	1	1.5	0.5
0.5	0.25	0.25	0.25	1	0.5	0.25	0.25	0.25	0.25	1	0	0.25	0.75	0.5	0.5	0.25	0.75	0.75	0.5	0.25	0.5	0.75	0.25	0.5	0.75	0.5	0	0.75	0.25	0.5	0	0.25	0.25	0.25	1.5	1	0.75	1.25	1.75	1	1	0.5	0.5	0.75	0.25	1	0.5	0.5	0.75	0	0.25	0.5	0.5	0.25	0	0.25	0	1	0.5	0.5	0	0.25	0	0.25	1.25	1.25	1.25	0.75	1.5	2.25	0.5	0.5	1	0.75	0.75	1.5	1.25	1.75	1
1.5	0	0.5	0.5	0.75	0	0.25	0.25	1	0	0.75	0.25	0	0.5	0.25	0.5	0	0.5	0	0.25	0.5	0.25	0.25	0.25	0	0.5	0.5	0	0.5	0.25	0	0.75	0.5	0.25	0.75	1	1	1.25	0.25	1	0.75	0.25	1	0.75	0	0.25	0.25	0.25	0.5	0.25	0.75	0.5	0.75	1	0.75	0.75	0.25	0.75	0	0.5	0.5	0.25	0.25	0.25	1	1.25	1	0.75	1.75	0.75	1.75	0.5	1	0.75	0.25	0	1	0.25	0.75	1.25
1	0.75	0.5	1.25	0.5	0.5	0.25	0	0	1.25	0.25	0.5	0.25	0	0.75	0	0.5	0.75	0.5	0	0.75	0	0.25	1	0.5	0	0.5	0	0.5	0.25	0.25	0.5	1.75	1	0.75	0.5	0	1	0	1.5	0.5	0.5	0.75	0.5	0	0.5	0.25	0.75	1.25	0.5	0.5	0.25	0.75	0.25	0	0	0.25	1.25	0.25	0.75	0.25	0.5	0.75	1	1	1	1.25	0.5	0.75	1.75	1.5	0.75	1	2.25	1.5	3.25	0.75	0.25	1.75	0.75
0.25	0.25	0.5	0.25	0.25	0.25	0.25	0.5	0	0.25	0.75	0.25	0	0.25	0.25	0.25	0.5	1.25	0.75	0	0.25	0	0.5	0.5	0.5	0	0.25	0.25	0.25	0.25	0.75	0.75	1	0.75	0.5	0	0.75	1.25	0	0	0.25	0.75	1.5	0.75	0.25	0.75	0.75	0.5	1.25	0.5	0.25	1	0.25	1	1	0	1	0.5	0.25	0	0.25	1	0.75	1.25	0.5	0.25	1.25	1.25	0.75	0.75	0.5	0.25	3.5	1.75	2.5	2.25	1.25	1.25	0.5	1.75
0	0.5	0.5	0.75	1	1.5	0.5	0.25	0.25	0.25	0	0.25	0	1.5	0.75	0.25	0.25	0.5	0.5	0	0.25	1	0	0.25	0.25	0.25	0.25	0.25	0	0.25	0.5	1.5	1	0.25	0.25	0.5	0.5	0.5	0.25	0.25	1	0.25	0.5	0.25	0.5	0	0.5	0.75	0.25	0.5	1	0.25	1	1.5	0.25	0.5	0.75	0.75	0	0	0.5	0.75	1.75	1.25	0.5	1.25	1.25	1.25	1.25	0.5	1	2	0.75	2	2.25	1.75	1.25	1.25	1	0.25
0	1.25	0.75	0.5	0.25	0.25	0	0.75	0	1	0.75	0.25	0.5	0.5	0.25	0	0.5	1.25	0.25	0.5	0.75	0.25	0.25	0.5	0.25	0.25	0.25	0	0	1	0.25	1	0.5	0.75	1	1.25	0.75	0.75	0.5	0.5	0	0.5	0	0.5	0	0.5	1	0	0.5	0.5	0.75	1.25	1.75	0.5	0.5	0.25	0.75	0.5	0.25	0.5	0.75	1.25	1.75	1.75	1.25	1.5	0.75	2.25	1.75	0.5	1.75	1.25	2.25	2.5	1	1.5	1.75	1.5	1.75	1.5
0.75	0	0.25	0.25	0	0.5	0.25	0.25	0.5	0.25	0.5	0.5	0	0	0.25	0.25	0.75	0.75	0	1	1.5	0.5	0.25	0.25	0.25	0.25	0	0.5	0.75	0.5	0.75	0.5	0.25	0.25	0.25	1	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.25	0.5	0.5	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
