0.5	0.25	0	0	0.25	0	0.5	0.25	0.5	0	1.25	0	0.5	0.25	0.75	0.75	0	0.5	1	1	0	1.5	0.25	0.75	0.25	0.5	0.5	0	0.25	0.5	0	0.5	0.25	0.5	0.25	0.5	0.25	1	1.25	0.5	0.25	0.25	0.25	1.25	0.25	0.5	0.75	0.75	0.25	0.25	0.25	1.25	0.25	1.75	0.75	0.5	0.25	0.5	0.5	1.75	0.5	1	1.5	2.5	1	0.5	1.5	0.25	0.75	0.5	0.75	1	1	0.5	0.75	0.25	0.75	2.5	2.25	0.5
0.25	0.5	0.25	0	0.25	1	0.5	0	0.5	0.25	0.25	0	0.25	0.25	0	1	0.5	1.5	0.75	0.75	0.75	1	0.25	0.25	0	0	0.75	0.5	0.5	1.5	0.5	1	0.25	1.75	0.5	0	0.75	1.25	0.25	0.5	0.25	0.25	1.25	1	0.75	0.75	0.75	0.5	0.5	0.5	0.25	0.5	0.5	0.75	1.25	1.5	0.75	0.5	1.5	1.75	1	0.5	2.5	1.75	1.25	1.25	1.5	0.5	1.75	0.25	0.25	1.25	0.75	0.75	1.25	0.75	0.25	1.5	1.5	1
0.25	0.25	0.25	0	0.25	0.75	0.75	0	0.25	0.25	1.5	1	0.5	0.25	0.5	0.25	0.75	0.5	0.75	0.25	0.25	0	0.25	0.75	0.25	0	0	0.25	0.25	1.25	0.25	1.25	1	1	1.75	1.5	1	0.25	0.5	0.5	0.5	1	0.25	0.25	1	1.25	1.5	1.25	1.5	0.75	0.5	0.75	1.75	1.75	1.75	0.5	2.25	2.75	1.25	1	3.5	2	1	3	1.5	0.75	0.75	0.75	1.5	0.5	0	0.75	0.5	0.75	1.25	1	0.25	0.25	1.75	1.25
0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.25	0.5	0.5	0.25	0.75	0.75	0.25	1.5	1.5	0.25	0.25	0.25	0.5	0.5	0	0.5	0.5	0.5	1	0	0.75	0.75	0.5	1	1	0.25	0.5	1	0.75	1	0.5	1	0.75	1	0.75	2.25	1.25	1.25	3	2.25	1	0.5	1.25	1.5	1.5	1.75	1.25	3	1.75	3.5	2	4	2	3	0.75	1.75	1.5	1.25	1	1	0.5	1	0.25	1.5	0.75	1.75	1.25	1.5	1.25	0.25	1	0.75
0.5	0	0.5	0.75	1	0.5	1.5	0.75	0.5	0.75	0.5	0.25	0.75	0.25	0.5	0.5	0	0.25	0.25	0.5	0	0.5	1	0.5	0.75	0.5	1.5	0.75	0.75	1	0.25	0.75	1.5	0.25	0	0.5	1.25	1	1.25	1.25	1.25	0.75	2	1.25	1.75	2.25	1.75	1	2.25	3	1	0.5	1.25	1.5	1.25	1	2.25	4.25	4	4.25	3.25	3	2.75	1.25	1.5	1.5	1.25	0.5	0.75	1	0.25	0.25	0.5	0.75	1.25	1.25	0.5	0.5	0.5	1
0.25	0	0	0.5	1.25	0.5	1	0.75	1	0.25	1.25	0.5	0.25	0.25	1	0	0.25	0.5	0.25	0	0.25	0.5	0.5	0.25	0.5	0.5	0.25	0.25	0.75	0.75	0.75	2	0.75	1.5	1.5	2	0.25	0.75	0.75	0.5	1	1.5	0.5	3	1.25	1.5	3	1.5	3.25	2.75	3	2.5	2.25	1.75	2.75	3.25	1.75	3.25	3.5	3.5	5.5	2	2.25	2.25	2	0.75	0.75	1.25	0.75	0.25	1.25	1.25	0.5	0.5	1	1.5	1.25	1.5	0.5	0.75
1.25	0	1	0.5	0.75	1.75	1	1.5	0.75	0.75	1	0.25	0.25	1	0.75	0	0.25	0	0.5	1	0.25	0.25	0	0.5	0.5	0	0.5	0.25	0.5	0.25	0.75	0.25	1.5	1.75	0.75	2	1	0.75	1.5	1.25	1.25	1.75	1.25	1.25	0.75	2.75	2	3	2.5	3	3.5	4.5	2.5	5.25	2.75	2.25	1.75	2.5	0.75	1.5	1.25	4	2.25	1.75	2	1.5	1	1	0.75	0.5	1.75	1	1	0	0.75	1.5	1.75	1.75	1	1
0.75	0.25	0	0.5	0.25	0.5	0.25	0.75	0.5	1.25	0.5	0.25	0.25	0.75	0	0.25	0.25	1	1.25	0.25	0.5	0.25	0	0	0.5	0.5	0.75	0.5	0.75	0.5	0.75	1	1.25	1	1.5	1.25	1	0.25	0.5	2.25	1.75	1.25	1.75	2.75	2.5	3.25	5.25	3.5	3.75	6.25	4.25	3.5	3	4	3.5	1.5	3	1.25	2	1.75	0.75	0.75	2	1.75	2.25	0.75	0.5	0	1	0.25	0.5	0.5	0.5	1	0	0.5	1.25	0.5	1.25	1
0	0.25	0.75	0.25	0.25	0.75	0.25	0.5	0.25	0.25	0.75	0.75	0.25	0.25	0.25	0.75	1	0	0.25	1.5	0.5	1	0.5	0.5	0.75	0.5	0.75	0.25	0.25	0.25	0.5	0.75	0.75	1.5	0	0	0.75	1.25	1.5	0.75	1.25	1.75	2.25	3.75	3	4.25	3.75	5.5	4.5	4.25	2.75	2.5	2.5	1.75	1.75	1.5	1.25	1.25	1	1.5	2.75	2	0.25	1.25	0.25	0.5	0.75	1.5	1	0.5	0.5	0	0.25	1.25	0.5	0.75	0.75	0.75	1	1
0.25	0	0.25	0.5	0.25	0.25	0.75	0.5	0.25	0	0.25	0.25	0.5	1	0.5	0.75	0.5	0.75	0.75	0.25	1.5	1	1.5	1	1	0.75	0.5	0.5	0.5	1.5	1.5	0.75	0.25	0.5	1.5	0.75	1	0.75	2.25	1	2.75	1.25	4	2.25	3.75	5.5	6	6.5	4.25	3.25	2.25	2.25	3.25	1.5	1	2	0.75	1	1.75	1.5	1.25	1.5	1	1	0.75	0.5	1	1	0.75	0	0.25	0.25	0.25	0.25	0.5	0.5	0.75	1	0.5	0.75
0	0	0.25	1.5	0.25	0.5	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0.75	0.5	0	0.75	0	0.5	1.25	1	1	1.25	2	1.25	1	0.25	0	1	1	0.75	1.25	0.5	0.25	1.5	0.75	1.75	2.75	3	2.25	1.5	1.5	3.25	3.25	6.25	6	5.5	3.75	2.75	1.75	1.25	1.25	1.25	0.75	1	2.25	1.5	2.25	1.25	0.5	1	1.5	0.25	1.75	0.75	0.5	1	1.25	0.75	0.75	0.5	0.25	1	0	0	0.5	0.5	2	0.5
0.75	0.5	0	0.5	0.25	0	0.5	0.25	0.75	0.25	0	0	0	0.5	0.75	1	0.5	0.75	0.25	0.75	0.75	0.5	1.5	1.25	1.25	0.5	0.75	1.5	0.5	0.75	2	0.25	1.5	0.25	2.25	1.75	1.75	4	1.75	4.25	2.5	2	5.75	6.5	6.75	6	4	3.5	4.25	1.25	1.25	0.75	0.75	0.5	1.5	1.5	1.5	1.25	0.5	1	2.25	1.75	1.25	1.25	0.5	0.25	1.5	0.75	0.5	0.5	0.25	0.5	0.25	1	0.25	0.25	0.25	1	2.25	0.75
0	0.25	0.75	0.75	1	1.5	0.25	0	0.75	0.25	0.5	0.25	0.5	0	0.75	0	0.5	0.75	0.25	0.5	0.75	1.5	0.25	0.75	0.75	1.75	0.5	1.5	0.5	1.5	1.5	1.25	0.25	2	2.25	2.5	5.5	4.5	5	3.5	3	2.75	3.5	3.75	7.25	7.25	6.75	8.75	3.25	2	2	2.75	1.5	0.5	1	1.25	2.5	1.25	0.5	1.75	1	0	1.25	1.25	1.5	1.25	0.75	1	0.25	0.5	0	0	0.5	0.25	1	1.25	0.5	0.75	0.75	1
0.5	0.5	0.25	0.75	1	0.25	0.5	1	0.5	0	0.5	1	0.5	0.75	0	0.5	0.25	0.5	0.25	0.5	0.25	1	0.5	1.5	2	1.25	1	0.25	1.5	0.5	1	1.25	1.75	3	2	4.5	6.75	4.75	3.25	2.75	3	1.75	6	3	6.25	8	11.25	4.75	3	3.5	2	1.25	2	2	0.75	1	1.5	1.5	2.25	0.75	1	1	1	1	1.5	1	0.75	0.75	0.25	0.5	1.25	0	0.5	0.25	1	0.25	1	0.75	1.25	2.5
0.5	0.25	0.5	0.25	1	1	0.5	0	0.25	0.25	0.25	0	0.25	0.5	0.25	0	1	0.75	0.25	0.25	0.5	0.25	0.5	1.25	0.75	0.25	0.5	1	2.25	0.75	1.5	1.25	1	2	1.5	1.75	2.5	1.25	2.25	2.25	2.75	1.5	2	2.25	6.75	8	11.25	9.5	6.75	4.75	4.5	2.5	1.5	2.5	2	2.5	1.25	1	0.75	1.5	2	2	0.75	1.5	0.75	1.5	1.75	1	1.5	1.25	0.25	0.5	0.25	0.25	0.5	1	0.25	0.75	0.75	1.75
0.25	0	0.5	0.25	0.5	1.5	0.25	0.75	0	0.75	0.5	0.5	0.75	0.5	1	0.25	0.75	0.5	0.25	0.25	0.25	0.25	0.75	0.5	2.25	2.25	1	3.25	1.5	1.25	1.5	1.75	1.5	1.5	1	1.25	0.75	3	1	1	1.5	1	2.75	4	6.5	7.5	13.25	10.75	9.25	5.75	3.5	4	2	3.25	1.5	1	2.25	1.5	1.25	1.5	1.25	1.5	2	1.75	2.75	1.75	1.25	1.75	0.5	1.25	0.25	0.25	0.25	0.5	0.25	0.75	0.25	1.25	1	1.5
0	0.5	0	0.5	0.25	1.25	0.75	0.25	0.25	0.25	0.25	0	1	1	0	0.25	0.75	0.75	0.25	0	0.75	0	1.25	2	1.25	1.25	2.25	1	0.75	0.5	0.25	1.75	0.75	0.75	0.75	2	1.75	2.25	3.5	1.75	2.5	4.5	4.25	4.75	6.5	9.5	8.75	8.5	8.75	9.5	7	7.5	2.5	2.5	3	1	2	1	0.25	1.25	1.75	2	1.25	2	1.25	1.5	1.75	2.5	1.5	0.5	1	1	0	0.5	0.25	0	1	0.75	0.75	1.25
0.5	0.25	0.75	0.75	1	0.75	0.75	1.25	0.5	0.25	0.5	0.5	0.5	0.25	0.5	0.25	0.5	1.25	0	0.5	0	0.5	0.75	0.25	1.75	2.75	3.5	2	1.25	1.5	0.75	0.75	0.75	1.25	2	2.25	2.5	2.75	4.25	4.75	5.25	7	9	6.75	6	7	8.5	8.75	12.5	5.5	7.75	5.75	5	4.25	1.25	0.5	1.75	0.75	1	1.25	0.5	2.25	0.75	1.25	0.75	2	2.5	1.5	1	1.75	0.5	0.25	0.5	0.5	0.5	0.25	0.25	0.25	0	0.75
0	0	0.5	0.5	0.75	0.75	0.75	0.5	0.75	0.75	0.75	0.25	0.25	1	0.75	0.25	0	0.25	0.25	0.5	0.75	0.75	0.75	1.75	1	1.75	3.75	3	2.75	2.5	2.5	0.75	0.5	0.75	1.25	1.75	3	5.75	7.25	6.5	9.5	15.25	15.25	11.25	9.75	6.5	6.25	7.5	5.5	4.75	9.75	7	4.25	2	3.25	1.75	1.75	1.25	0.25	1.25	1.25	1.25	2.5	0.5	0.25	0.5	0.5	1	1.25	1.75	0.5	1	0.25	1	0.5	0.75	0.5	0.5	0.5	0
0	0.5	0.5	1.25	0.75	0.25	0.25	0.25	0.75	1	0.25	0.75	0.25	0.75	0.5	0	0.5	0.75	0	0.75	0.25	0.25	1.5	2	1.5	2.5	1.75	4.5	2.25	3.75	4.25	2.75	1.5	0.5	1.25	1.5	2.5	4.5	3.25	8.25	11.25	15	19	13.25	11.25	9.25	6.75	8	2.5	5.75	4.25	5.5	5.25	4	3.75	2.5	1.25	2	1.75	2.25	1.25	1.5	1	1.5	1.25	0.5	1	0.75	0.75	0.25	0.5	0.25	1	0.75	0.25	0.25	0.75	0.5	1.25	0.75
0.25	0	0.25	0.5	0.75	0.25	0.5	0.75	0.25	0.25	0	1.5	0	0.25	1.5	0	0.75	0.75	0	0.25	0.25	1.25	1	0.75	1.5	1.25	2.5	4.75	2	6.5	6.5	6.25	2.25	2.5	1.5	1.75	1.75	2.25	4	4.25	7.5	9.75	13	11.75	11.25	8.25	6.75	4	3	2	2.25	2.5	3.25	3.75	3.75	3.25	2.75	2	1.5	1	1.25	1.25	2.25	1.5	0.75	0.75	0.5	0.5	0.25	0.25	0	1.25	0.25	0.5	0.25	0.5	0.75	0	0.25	1
0.5	0.5	0.5	0.25	0.5	0.5	0.25	0.25	0.75	0.75	0.5	0	1	1.25	0.5	0.75	0.75	0.75	0.25	0.25	1.5	1.25	0.5	2.25	0.5	3	3.5	4.25	6.75	7.25	10.5	9.75	10.25	7.75	7.25	3.5	3.75	0.75	3	3.5	3	5.25	8	5.5	6	2.25	3	3.5	4	3.75	0.75	1.75	1.5	2.25	1.25	2.25	1.25	1.75	1.75	1	0.5	2.25	1	0.75	0.5	0.5	0.25	0	0.25	0.25	0.5	1	0.75	0.5	0.5	0.25	0.25	0.25	1	1
0.5	0.25	0	0	0.25	0.75	0	0.5	0.5	0.25	0	0.5	0	0.25	0.25	0.75	1	0.25	0.5	0.5	0.25	0	0.75	1.75	1.75	2.5	3.75	4.25	6	9.25	8.5	13.5	14.5	12.25	10	6.75	7.75	4.25	3.25	2	3.75	3.75	4	5	4.5	2	2	2.25	1.75	2	1.75	1	1	2.5	2	3.25	1	1.75	1	1.25	0.75	2	1.75	1.75	1.75	1	0.25	0.5	0.5	0.75	0	0.25	1	0.75	0	0.75	0.5	0.5	0.25	0.25
0.25	0.25	0.5	0.25	0.25	0.75	0.75	0.25	0	0.25	0	0.25	0.5	0.75	1	1	0.5	0	0.75	0.5	1	0.25	2.25	1.25	2.75	3.5	4.5	6.25	6.75	9.75	10.5	14.75	12.25	14	12.75	8.5	6	3.5	4.5	4.75	3.5	4.5	5.25	9	8	2.25	2.5	1.25	1.25	0.75	1.75	0.25	0.75	2.25	1.25	1.25	0.5	0.5	0.5	1.5	1.25	0.5	1.5	0.75	1.75	0.75	0.25	0.75	0.25	1	0.75	0.5	1.25	1	0	1	0.25	0	0.75	0.75
0.5	0.25	0.25	0.25	0.5	0	0.5	0.5	0.25	0.25	0.25	0	0.5	0.25	0.75	1.25	0.25	0.25	0.75	0.5	0.75	1	1	2.5	3.75	3	3	3	4.75	7	11.5	9.5	11.25	12.5	9.75	9.25	7.75	7	5.5	6	4.25	6.25	11.75	10.5	13.25	9.5	5.5	1.5	0.5	0	1	1	0.75	2.5	1.25	0.25	1.25	0	0.25	0.5	0	0	1	0.25	1.25	1	0.75	0.5	0.25	0.75	0.25	0.5	0.75	0	1	0.25	1	1.75	1.25	0.25
0.75	0	0.5	0	0.75	0.25	0.25	1.5	0	0	0	1	0.25	0.75	0.75	0.5	0.25	0.75	1.5	0.25	0.5	1.75	3	3.5	4.5	3	3.25	5.25	6.5	7.5	8.75	7.5	4.75	8.25	7	7.5	8.5	6.25	6.5	6.75	6	8.5	12.25	14	13.25	13.75	4.5	2	1.5	0.5	1	2.5	0.25	1.75	0.5	0.5	0.5	1.5	0.5	1.25	1	0.5	0.25	0.75	0.75	1	1	1	1	1	0.75	0.75	1	0.25	0.5	0.25	0.75	0.5	1.5	1.5
0.25	0.25	0.5	0.75	0	0.75	0.5	0.75	1	0.25	0.5	0.25	1.25	0.75	0.5	0	0.5	0.25	0	0.5	0.25	1.25	2.75	2.5	4.75	3.25	2.25	5.25	6.25	8.75	6.5	3.25	3.25	2.75	5	6	7.75	8.25	7.75	7.5	5.25	8.25	11	11	15.25	11.25	6.5	3.5	3	1	2.5	1.5	1	1.25	0.75	1	0.5	1.5	1	0.5	1.75	1	0.75	0	1	0.5	0.25	1.25	1	0.75	0.75	0	1.25	1.5	0.5	0.75	0	0	0.5	0
0.5	0	1	0.5	0	1	1	0.5	0	1	1.75	0	0.75	0.25	0.5	0.25	0	1.25	1	0.75	0.5	0	3.5	4.5	7	5.25	3.75	5.75	8.5	8.25	3.5	1.75	0.5	2	4.25	9	16.75	10.5	7.25	4.75	4.5	5.5	6.5	9	10.25	10.5	5.5	2.75	3.5	1	0.75	2	1.75	1.5	0.75	0.75	2	0.25	0.5	1.5	1.75	1.25	0.25	0.5	0.75	0.75	0.5	1.25	0.25	0.5	1.75	0.5	0.25	1.25	0	0.25	0.5	0	1	0.25
0.25	0.5	0.5	0	0.5	1	1.25	0.5	0	0	0.25	0	0.75	0.5	0	0.25	0	0.75	0	0.5	0.5	0.75	2.5	5.5	5.25	3.25	4.5	5.25	8.75	8.5	5.5	2.5	2.75	1	2.25	9.25	12.5	14.75	9.25	5.25	3.25	4	3.25	3.5	6.75	9.75	8.25	5.5	2.75	1.25	0.5	0.75	1.75	1.75	0.5	1.5	2	0.25	0.25	1.75	3.25	2.75	1.5	0.5	0.5	0.25	1.25	0.5	0.25	0.5	0.5	0.25	1.75	1.5	1	0.25	0	1	0	1.5
0.25	0	0	0.25	0.75	0.25	0	0.25	0.75	1	0.5	0.25	0.5	0.75	0	0	0	0.5	0.25	0.5	1.75	2.25	2.5	5	4.25	4.75	4	7.5	9.25	9	6	4.5	1.25	1.5	2	7.75	13	12.5	9	3.25	2.75	2.25	2	1.5	8.75	8.5	7.25	6.5	2.5	2.25	0.5	0.5	2.25	1.5	0.75	1.5	1	1	1.5	0.5	3.25	2	1.5	1.75	0.5	0.25	0.25	0.75	0.5	0.25	0.25	0.5	2	1.25	0	0.75	0.5	0.25	0.5	0.5
0.25	0.25	0.25	0	0	0.75	1.25	0.5	0.25	1	0	0	0	0.25	0.25	0.25	1	0	0	0.5	2	1.5	4.25	5.25	4.25	5.5	4	8.25	9.75	10	8.75	5.75	2.5	1.5	2	7.25	10	11	12.75	7	3.75	3.25	1.25	2	1.75	7.75	8.25	5.5	5	5	3.25	2	2.5	1	1.5	0.5	1.25	0.75	0.25	0.5	1.75	2.25	2.25	2.75	0.5	0	0.5	0.5	1	0.5	0.5	0	1.25	0.5	1.5	0.5	0.5	0.75	0.25	0.5
0.25	0.5	0.25	1.5	0.25	0.75	1	0.25	0.25	0	0	1	0.5	0	0	0.5	0	0	0.5	0.75	1.25	2	3.25	5	4.75	5.5	6.25	6.5	11	9.25	6.25	4	3.25	0	2.25	7.25	9.25	14.5	17.5	11.25	11	6.25	1.5	0.75	2.25	6.25	7.5	4	2	4.25	4.25	2.5	2.25	1	0.5	0	1	1.75	1	0.5	1.75	2	2	1.5	0.25	0.75	0.5	0.75	0.5	0.25	0	1	1	2.25	1	1	0.25	0.5	1.25	0
0	0.75	1.25	0	0.5	0.25	0.25	0.5	0	0.5	0	0.25	0.5	0.25	0.25	1	0.5	0.75	0.25	0.5	1	2	3.25	3	4.5	4.25	7.25	5.75	7	10.25	5.25	6.5	5.5	1.5	1.75	8.75	11.25	18	23.5	21.5	19.75	8.25	4	2	4.75	5	3.25	2.5	2.25	4.75	7	5.5	5.5	2.75	0.75	0	1.25	1.5	1.5	0.25	0.75	1.75	1	1.5	1.75	0.5	0.5	1.25	0.25	0.25	0.75	0	0.5	1.5	1	1.5	0.75	0.5	1	0.25
0.75	0.5	0.5	0.75	0.5	1.5	0.25	0.75	0.25	0.5	0	0.5	0.75	0	0.5	0.75	0.75	0.25	0.75	1	2	2	2.25	5.5	5.5	4.75	6.25	5.75	6.25	9	7.25	9.25	4.75	2.25	3	7.75	13	11.75	22	21	15.5	7	4.75	5.25	3.5	1.25	1	2.25	3.25	7.75	5	5.25	2	2.75	1.75	1.5	0.5	0.75	1	0.5	1	1.25	1.25	0.25	0.75	0	0	0.25	0.75	0	1	0	0.75	0.25	1	1.25	0	0.5	0.75	1.5
0.25	0.25	0.5	1	0.25	0.25	0.5	0	0.5	0.25	0.5	0.5	0.25	0.5	0	0.25	0	0	0.5	1.75	1.5	1.5	3	3.75	4.5	5.75	5.25	7	7.25	10	7.75	12.25	7.25	4	5.75	5.25	7.75	14.75	18.5	16.75	10.5	7	9.75	9	5.25	3	1.75	2.75	4.25	3.5	5.25	3	3	1.25	2	1.25	1.25	1.5	1	1	1	1	0.75	0.75	0.5	0.5	0.25	0.5	0.25	0	0.5	0.25	0.25	0.75	0.5	1	0.5	0.5	0.25	2.75
0	0.5	0.5	0.75	1.25	1.25	0.5	0	0.5	0.25	0	0	0	0.25	0.5	0.75	1	0.75	1.25	0.25	1.75	1.5	5	3.75	4.5	5.5	6.5	8.5	6	8.25	9.75	10.5	10.25	5	5.25	6.5	7.5	10.25	11	8	11.5	9.5	9.5	13.25	6.75	1.5	3.5	2.25	3.25	2.75	3.75	4.25	2.75	2	1.5	1.25	1.25	0.75	0.75	0.25	1.5	1.25	0.25	0.75	0.5	0.75	0.25	1	0.25	0.5	0.25	0	1	0.25	0.25	1	0.25	1.25	0.5	2.25
0	0.5	0.5	0.25	1	0	0.5	0.25	0	0.75	0.5	0	0.25	0.5	0	0.75	0.25	0.25	0	1	1.75	3	3	4.5	2.5	6.5	5.5	9	7.75	4.75	5.25	8.25	12	7.5	5.25	5.5	5.75	5.75	5.25	5.5	7	4.75	11.25	8.75	7	3	2.75	4.75	4	3.75	4	2.5	3	1.75	1.5	1	0.75	2	0.25	0	1.25	0.5	0.25	1	0.5	0.5	0	0.25	0.5	0.25	1.25	0.75	0.25	0.5	0.5	0	0.25	1.5	2.25	3
0	0.75	0	0.25	1.25	0	0.5	0	1	0.5	0.25	0	0	0.25	0.25	0.25	0.75	0.25	0.25	0.25	1	2	3.75	3	2.25	4.75	3.75	5.5	5	7	8.25	7.75	9	6.75	4.5	5.75	5.75	4.25	4	6.5	6.25	9.75	11.25	10	5.75	2.75	3	4.75	1.5	3.75	4.25	2.25	1.5	2.25	0.5	1.75	1.75	0.5	1	0.75	2.5	2.25	0.75	0	1.25	0.5	0.25	0.5	0.25	0.75	0	0.5	0.75	0.25	0.5	0.5	2.25	3	1.75	2
0.25	0.5	0	0.75	0.75	0.25	0.5	0.5	0	0.5	0.5	0.5	0.75	0	0.75	0.75	1.75	1.5	0.25	0.25	0.5	1.25	1.5	1.75	1.75	1.25	4.25	5.5	9.25	7	6.5	9.25	13.75	7.5	7	3.75	4	3.75	3.5	2.5	2.5	4.25	3.75	5	3.5	2.25	3.75	1.75	0.25	2	2.25	4.25	3	4.25	2.75	0.5	2	2	1.25	1.25	1.5	0.5	1.25	0.25	1.25	0.5	0	0.5	0	1	0.5	0.25	0.5	0.75	0.25	0.5	0.75	1	1.5	1.5
